This is the collection of Ford vehicles on mercadolibre website
Vehicle	Year	Type	Engine	Transmission	Fuel Type	Door	Link
Ford Fiesta Notch - $ 59,500.00	2007				Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635126921-ford-fiesta-notch-_JM
Ford Ka - $ 53,000.00	2007	Van		Automática	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-634044723-ford-ka-_JM
Ford Fusion 2.3 Se At 2007 - $ 30,000.00	2007	Sedán	2.3	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-636882078-ford-fusion-23-se-at-2007-_JM
Ford Fusion Se V6 At - $ 83,000.00	2007	Sedán	3.0	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-630738593-ford-fusion-se-v6-at-_JM
Ford Fiesta Fiesta Notch A/t - $ 48,000.00	2007				Gasolina	5	https://auto.mercadolibre.com.mx/MLM-636360638-ford-fiesta-fiesta-notch-at-_JM
Ford Edge 3.5 Sel Plus V6 Piel Dvd At 2007 - $ 120,000.00	2007	SUV	3.5	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-634252882-ford-edge-35-sel-plus-v6-piel-dvd-at-2007-_JM
Ford Fiesta 1.6 First 5vel Sedan Mt 2007 - $ 58,500.00	2007	Hatchback	1.6	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-636815393-ford-fiesta-16-first-5vel-sedan-mt-2007-_JM
Ford Focus Sedan Sport 5vel Mt 2007 - $ 62,000.00	2007	Coupé	2.0	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635446517-ford-focus-sedan-sport-5vel-mt-2007-_JM
Ford Edge V6 Aut Electrica - $ 130,000.00	2007				Gasolina	5	https://auto.mercadolibre.com.mx/MLM-635313393-ford-edge-v6-aut-electrica-_JM
Ford Sport Track 2007 Xlt - $ 142,500.00	2007				Gasolina	4	https://auto.mercadolibre.com.mx/MLM-636607172-ford-sport-track-2007-xlt-_JM
Ford Fusion Se L4 At 2007 - $ 92,000.00	2007	Sedán	2.3	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-637291494-ford-fusion-se-l4-at-2007-_JM
Ford Fiesta 1.6 First 5vel Aa Sedan Mt 2007 - $ 37,000.00	2007	Hatchback	1.6	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-637243702-ford-fiesta-16-first-5vel-aa-sedan-mt-2007-_JM
Ford Mustang 2007 - $ 115,000.00	2007	Coupé	6 Cilindros	Automática	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-637588077-ford-mustang-2007-_JM
Ford Fiesta 1.6 First 5vel Aa Sedan Mt 2007 - $ 60,000.00	2007	Hatchback	1.6	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-633757579-ford-fiesta-16-first-5vel-aa-sedan-mt-2007-_JM
Ford Edge 3.5  2007 Estoy Abierto Anegociar Posible Cambios - $ 130,000.00	2007	SUV	3.5	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-633778772-ford-edge-35-2007-estoy-abierto-anegociar-posible-cambios-_JM
Ford Lobo 4.6 Xlt Cabina Doble 4x2 Mt 2007 - $ 135,000.00	2007	Pick-Up	4.6	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635470640-ford-lobo-46-xlt-cabina-doble-4x2-mt-2007-_JM
Ford Focus Sedan Ambiente 5vel Mt 2007 - $ 55,000.00	2007	Coupé	2.0	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635138006-ford-focus-sedan-ambiente-5vel-mt-2007-_JM
Ford F-350 - $ 178,000.00	2007	Camión ligero		Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-635570433-ford-f-350-_JM
Ford Explorer Explorer Advancedtra - $ 115,000.00	2007				Gasolina	4	https://auto.mercadolibre.com.mx/MLM-633719253-ford-explorer-explorer-advancedtra-_JM
Ford Ecosport 2007 - $ 74,000.00	2007				Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635235556-ford-ecosport-2007-_JM
Ford Edge 2007 Capacidad 5 Personas - $ 120,000.00	2007	SUV	3.5	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-636187471-ford-edge-2007-capacidad-5-personas-_JM
Ford Explorer 4.6 Xlt V8 3er Asiento 4x2 Mt - $ 130,000.00	2007	SUV	4.6	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-635055570-ford-explorer-46-xlt-v8-3er-asiento-4x2-mt-_JM
Originalita Ford Harley Davidson 2007 - $ 210,000.00	2007				Gasolina	4	https://auto.mercadolibre.com.mx/MLM-637483297-originalita-ford-harley-davidson-2007-_JM
Ford Escape - $ 108,000.00	2007				Gasolina	5	https://auto.mercadolibre.com.mx/MLM-635857537-ford-escape-_JM
Ford Fiesta 1.6 First Hatchback Mt 2007 - $ 45,000.00	2007	Hatchback	1.6	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-637275987-ford-fiesta-16-first-hatchback-mt-2007-_JM
Ford Five Hundred Modelo 2006 - $ 68,500.00	2007	Sedán	3.0	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-636909633-ford-five-hundred-modelo-2006-_JM
Ford Explorer Sport Trac Equipada - $ 158,000.00	2007				Gasolina	4	https://auto.mercadolibre.com.mx/MLM-637611635-ford-explorer-sport-trac-equipada-_JM
Ford Ecosport - $ 85,000.00	2007	SUV	2.0		Gasolina	5	https://auto.mercadolibre.com.mx/MLM-637505748-ford-ecosport-_JM
Ford Escape 3.0 Xlt Piel Limited Qc At - $ 95,000.00	2007	SUV	3.0	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-637597877-ford-escape-30-xlt-piel-limited-qc-at-_JM
Ford Freestar 3.9 Minivan Se Fes Piel Mt 2007 - $ 75,000.00	2007	Van	3.9	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-636576422-ford-freestar-39-minivan-se-fes-piel-mt-2007-_JM
Ford F-450 2007 - $ 235,000.00	2007				Diesel	2	https://auto.mercadolibre.com.mx/MLM-637458546-ford-f-450-2007-_JM
Ford Focus Hb St Europa 6vel Mt 3p 2007 - $ 125,000.00	2007	Hatchback	2.0	Manual	Gasolina	3	https://auto.mercadolibre.com.mx/MLM-636018467-ford-focus-hb-st-europa-6vel-mt-3p-2007-_JM
Ford Ecosport - $ 85,000.00	2007	SUV	2.0	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-635676856-ford-ecosport-_JM
Ford Expedition 5.4 Eddie Bauer Max Qc 4x2 Mt - $ 130,000.00	2007	SUV	5.4	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-635181039-ford-expedition-54-eddie-bauer-max-qc-4x2-mt-_JM
Ford F-150 F 150 2007 6 Cilind - $ 550,000.00	2007				Gasolina	2	https://auto.mercadolibre.com.mx/MLM-631301779-ford-f-150-f-150-2007-6-cilind-_JM
Ford Ecosport - $ 89,000.00	2007	SUV		Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-635883838-ford-ecosport-_JM
Ford Grand Marquis 4p High Digital Piel 2004 - $ 95,000.00	2007						https://auto.mercadolibre.com.mx/MLM-636964829-ford-grand-marquis-4p-high-digital-piel-2004-_JM
Ford Ikon Sedán - $ 31,000.00	2007				Gasolina	5	https://auto.mercadolibre.com.mx/MLM-634556217-ford-ikon-sedan-_JM
Ford Mustang 4.6 Gt Mt - $ 122,000.00	2007	Coupé	4.6	Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-635320597-ford-mustang-46-gt-mt-_JM
Ford Ranger Doble Cabina - $ 110,000.00	2007				Gasolina	4	https://auto.mercadolibre.com.mx/MLM-636986880-ford-ranger-doble-cabina-_JM
Ford Five Hundred 3.0 Sel Limited Piel Qc Cd Mp3 At 2007 - $ 79,000.00	2007	Sedán	3.0	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635257079-ford-five-hundred-30-sel-limited-piel-qc-cd-mp3-at-2007-_JM
Ford Five Hundred 3.0 Sel Limited Piel Qc Cd Mp3 At 2007 - $ 82,000.00	2007	Sedán	3.0	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-634348391-ford-five-hundred-30-sel-limited-piel-qc-cd-mp3-at-2007-_JM
Ford Mondeo - $ 67,000.00	2007	Sedán	2.0	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-633793825-ford-mondeo-_JM
Ford Ikon Básico 2007 - $ 26,500.00	2007				Gasolina	4	https://auto.mercadolibre.com.mx/MLM-633793480-ford-ikon-basico-2007-_JM
Ford Ikon Austero Manual 2007  - $ 30,000.00	2007				Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635172688-ford-ikon-austero-manual-2007-_JM
Ford Focus Sedan Ambiente At 2007 - $ 63,000.00	2007	Coupé	2.0	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-634258323-ford-focus-sedan-ambiente-at-2007-_JM
Ford Ranger 2.3 Xl Cabina Regular Lwb Abg Mt - $ 75,000.00	2007	Pick-Up	2.3	Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-636308106-ford-ranger-23-xl-cabina-regular-lwb-abg-mt-_JM
Ford Explorer Limited V8 4x2 Mt 2007 - $ 140,000.00	2007	SUV	4.6	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-634841401-ford-explorer-limited-v8-4x2-mt-2007-_JM
Ford F-250 Super Duty 2007 - $ 290,000.00	2007				Diesel	4	https://auto.mercadolibre.com.mx/MLM-634715155-ford-f-250-super-duty-2007-_JM
Ford Freestar 3.9 Minivan Lx Plus At 2007 - $ 85,000.00	2007	Van	3.9	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-635184023-ford-freestar-39-minivan-lx-plus-at-2007-_JM
Ford Ikon 2007 - $ 45,000.00	2007				Gasolina	4	https://auto.mercadolibre.com.mx/MLM-633798622-ford-ikon-2007-_JM
Ford Fusion - $ 72,000.00	2007	Sedán	3.0	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-633907104-ford-fusion-_JM
Ford Lobo  Doble Cabina En Partes - $ 60,000.00	2007	Pick-Up	4.6	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-634267278-ford-lobo-doble-cabina-en-partes-_JM
Ford Mondeo 2.5 Ghia V6 Mt 2007 - $ 60,000.00	2007	Sedán	2.5	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635274846-ford-mondeo-25-ghia-v6-mt-2007-_JM
Ford Mustang 4.6 Gt Equipado Vip At 2007 - $ 120,000.00	2007	Convertible	4.6	Automática	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-636259092-ford-mustang-46-gt-equipado-vip-at-2007-_JM
Ford Lobo 4.6 Stx Cabina Regular 4x2 At - $ 146,000.00	2007	Pick-Up	4.6	Automática	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-637505823-ford-lobo-46-stx-cabina-regular-4x2-at-_JM
Ford Fiesta 1.6 First 5vel Aa Sedan Mt 2007 - $ 65,000.00	2007	Hatchback	1.6	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-634802826-ford-fiesta-16-first-5vel-aa-sedan-mt-2007-_JM
Ford Expedition 5.4 Eddie Bauer Piel 4x2 At - $ 160,000.00	2007	SUV	5.4	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-636581170-ford-expedition-54-eddie-bauer-piel-4x2-at-_JM
Hermoso Mustang Super Deportivo - $ 140,000.00	2007			Automática	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-630423329-hermoso-mustang-super-deportivo-_JM
Por Parte Ford Fusion 2007 - $ 1,000,000.00	2007	Sedán	2.3	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-634486639-por-parte-ford-fusion-2007-_JM
Ford Fiesta 1.6 First 5vel Aa Sedan Mt - $ 48,000.00	2007	Hatchback	1.6	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-634771424-ford-fiesta-16-first-5vel-aa-sedan-mt-_JM
Ford Expedition 5.4 Eddie Bauer Piel 4x2 At 2007 - $ 118,000.00	2007	SUV	5.4	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-634855887-ford-expedition-54-eddie-bauer-piel-4x2-at-2007-_JM
Ford Mustang 4.6 Gt Equipado Vip Mt 2007 - $ 160,000.00	2007	Convertible	4.6	Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-635570014-ford-mustang-46-gt-equipado-vip-mt-2007-_JM
Ford Mondeo - $ 41,500.00	2007				Gasolina	4	https://auto.mercadolibre.com.mx/MLM-634049847-ford-mondeo-_JM
Ford Escape 2.0 Xls Tela L4 At 2007 - $ 105,000.00	2007	SUV	2.0	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-634681418-ford-escape-20-xls-tela-l4-at-2007-_JM
Ford Explorer 6 Cilindros  - $ 150,000.00	2007				Gasolina	4	https://auto.mercadolibre.com.mx/MLM-636034991-ford-explorer-6-cilindros-_JM
Ford Lobo 4.6 Xlt Cabina Regular 4x4 Mt 2007 - $ 140,000.00	2007	Pick-Up	4.6	Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-636273511-ford-lobo-46-xlt-cabina-regular-4x4-mt-2007-_JM
Ford Fusion Se 4cil 2.3 Std 2007 - $ 60,000.00	2007						https://auto.mercadolibre.com.mx/MLM-636599842-ford-fusion-se-4cil-23-std-2007-_JM
Ford Fusion 2.3 Se At 2007 - $ 58,000.00	2007	Sedán	2.3	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-636281369-ford-fusion-23-se-at-2007-_JM
Ford Fiesta 1.6 Trend Aa Ee Ba Sedan Comfort At - $ 48,000.00	2007	Hatchback	1.6	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-636186391-ford-fiesta-16-trend-aa-ee-ba-sedan-comfort-at-_JM
Ford Explorer Limited V8 4x2 Mt 2007 - $ 105,000.00	2007	SUV	4.6	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-636607928-ford-explorer-limited-v8-4x2-mt-2007-_JM
Ford Escape 2.0 Xls Tela At 2007 - $ 70,000.00	2007	SUV	2.0	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-635075244-ford-escape-20-xls-tela-at-2007-_JM
Ford Focus Lx Base Aa At - $ 53,000.00	2007	Coupé	2.0	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-634347430-ford-focus-lx-base-aa-at-_JM
Ford Five Hundred 3.0 Sel Limited Piel Qc Cd Mp3 At 2007 - $ 70,000.00	2007	Sedán	3.0	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-637482722-ford-five-hundred-30-sel-limited-piel-qc-cd-mp3-at-2007-_JM
Ford F-150 Xlt  - $ 96,000.00	2007				Gasolina	2	https://auto.mercadolibre.com.mx/MLM-637317039-ford-f-150-xlt-_JM
Ford Ecosport 2007 - $ 72,000.00	2007				Gasolina	5	https://auto.mercadolibre.com.mx/MLM-636842721-ford-ecosport-2007-_JM
Ford Ka 2007 - $ 38,000.00	2007				Gasolina	3	https://auto.mercadolibre.com.mx/MLM-637487769-ford-ka-2007-_JM
Ford Mustang 2007 - $ 135,000.00	2007	Convertible	4.0	Automática	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-633961892-ford-mustang-2007-_JM
Ford Ka 2007 - $ 47,000.00	2008				Gasolina	3	https://auto.mercadolibre.com.mx/MLM-635305527-ford-ka-2007-_JM
Ford Fusion 2.3 Se At - $ 90,000.00	2007	Sedán	2.3	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-637067287-ford-fusion-23-se-at-_JM
Ford Focus Sedan Ambiente At - $ 40,000.00	2007	Coupé	2.0	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-636522403-ford-focus-sedan-ambiente-at-_JM
Ford F-150 2007 - $ 90,000.00	2007				Gasolina	2	https://auto.mercadolibre.com.mx/MLM-633489816-ford-f-150-2007-_JM
Ford Fiesta 1.6 Hb 5vel First Aa Mt - $ 50,000.00	2007	Hatchback	1.6	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-635112590-ford-fiesta-16-hb-5vel-first-aa-mt-_JM
Ford Fiesta 1.6 Hb 5vel First Aa Mt - $ 54,000.00	2007	Hatchback	1.6	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-634464909-ford-fiesta-16-hb-5vel-first-aa-mt-_JM
Fod Expediition Eddie Bauer 2007 - $ 155,000.00	2007	SUV	5.4	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-634042533-fod-expediition-eddie-bauer-2007-_JM
Ford Fiesta 1.6 First 5vel Aa Sedan Mt - $ 60,000.00	2007	Hatchback	1.6	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-633902518-ford-fiesta-16-first-5vel-aa-sedan-mt-_JM
Ford Focus Sedan Ambiente 5vel Mt 2007 - $ 63,000.00	2007	Coupé	2.0	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-633977147-ford-focus-sedan-ambiente-5vel-mt-2007-_JM
Ford Explorer Limited V8 4x2 Mt 2007 - $ 110,000.00	2007	SUV	4.6	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-636024194-ford-explorer-limited-v8-4x2-mt-2007-_JM
Ford Escape 2.0 Xls 4x4 Mt - U$S 3,400.00	2007	SUV	2.0	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-635411519-ford-escape-20-xls-4x4-mt-_JM
Ford F-150 Xlt - $ 130,000.00	2007				Gasolina	4	https://auto.mercadolibre.com.mx/MLM-633644882-ford-f-150-xlt-_JM
Ford Escape 2.0 Xls Tela L4 At - $ 95,000.00	2007	SUV	2.0	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-633745350-ford-escape-20-xls-tela-l4-at-_JM
Ford Lobo 4.6 Xlt Cabina Regular 4x4 Mt 2007 - $ 145,000.00	2007	Pick-Up	4.6	Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-633618363-ford-lobo-46-xlt-cabina-regular-4x4-mt-2007-_JM
Mustang Shelby Gt500 2008 - $ 610,000.00	2008	Coupé	5.8	Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-630651140-mustang-shelby-gt500-2008-_JM
Ford Mustang Shelby Gt500 Coupe Mt - $ 469,000.00	2008	Coupé	5.8	Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-633646935-ford-mustang-shelby-gt500-coupe-mt-_JM
Ford Lobo Limited 4x2 2008 - $ 234,900.00	2008	Pick-Up	8 CL 5.4LT	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-633930174-ford-lobo-limited-4x2-2008-_JM
Transit 2008 Diesel 4-cilindros - $ 115,000.00	2008			Manual	Diesel	4	https://auto.mercadolibre.com.mx/MLM-622221798-transit-2008-diesel-4-cilindros-_JM
Ford Expedition 5.4 Limited Piel 4x4 At 2008 - $ 169,000.00	2008	SUV	5.4	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-630838945-ford-expedition-54-limited-piel-4x4-at-2008-_JM
Ford Escape 2008 Xls Tela L4 At Posible Cambio - $ 119,900.00	2008	SUV	2.0	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-633729661-ford-escape-2008-xls-tela-l4-at-posible-cambio-_JM
Ford Lobo Limited Super Crew 4x2 2008 - $ 229,000.00	2008	Pick-Up		Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-624269261-ford-lobo-limited-super-crew-4x2-2008-_JM
Ford Explorer Sport Trac - $ 157,000.00	2008	Pick-Up	4.6	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-636919337-ford-explorer-sport-trac-_JM
Ford F-350 - $ 249,000.00	2008	Pick-Up	6.2L	Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-636390370-ford-f-350-_JM
Ford Lobo Fx 2 - $ 129,900.00	2008	Pick-Up	5.4	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-634865651-ford-lobo-fx-2-_JM
Ford F-350 2008 - $ 400,000.00	2008				Diesel	6	https://auto.mercadolibre.com.mx/MLM-635985449-ford-f-350-2008-_JM
Ford Ecosport Xlt 2.0l T/m 4×2  - $ 108,000.00	2008				Gasolina	4	https://auto.mercadolibre.com.mx/MLM-636340624-ford-ecosport-xlt-20l-tm-42-_JM
Ford F250 Super Duty 4x4 Diesel King Ranch - $ 420,000.00	2008				Diesel	4	https://auto.mercadolibre.com.mx/MLM-630168468-ford-f250-super-duty-4x4-diesel-king-ranch-_JM
Ford Ranger Pickup Xl L4 5vel Aire Acond. Nacional Alarma - $ 120,000.00	2008	Pick-Up	2.3	Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-631965867-ford-ranger-pickup-xl-l4-5vel-aire-acond-nacional-alarma-_JM
2008 Ford Explorer Piel Quemacocos Americana Sin Legalizar - $ 87,000.00	2008	SUV	6 CIL 4.0	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-637164087-2008-ford-explorer-piel-quemacocos-americana-sin-legalizar-_JM
Fusion Se 2008 - $ 88,000.00	2008	Sedán	3.0	Automática	Híbrido	4	https://auto.mercadolibre.com.mx/MLM-591983470-fusion-se-2008-_JM
Ford Lobo - $ 135,000.00	2008				Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635356599-ford-lobo-_JM
Ford Courier  En Partes - $ 20,000.00	2008				Gasolina	2	https://auto.mercadolibre.com.mx/MLM-630899376-ford-courier-en-partes-_JM
Ford Expedition Mod. 2008 Extralarga 3 Filas - $ 180,000.00	2008	SUV	5.4	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-633789686-ford-expedition-mod-2008-extralarga-3-filas-_JM
Ford F-350 Redillas Super Duty F350 - $ 187,000.00	2008	Camión ligero	Tritón V8	Manual	Híbrido	2	https://auto.mercadolibre.com.mx/MLM-636785633-ford-f-350-redillas-super-duty-f350-_JM
Ford F-450 - $ 650,000.00	2008				Diesel	4	https://auto.mercadolibre.com.mx/MLM-630349870-ford-f-450-_JM
Ford F-350 Chasis Cabina 2008 Blanco - $ 235,500.00	2008	Camión ligero	8 CIL.	Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-636885236-ford-f-350-chasis-cabina-2008-blanco-_JM
Ford F-150 F150  - $ 108,900.00	2008				Gasolina	2	https://auto.mercadolibre.com.mx/MLM-636174832-ford-f-150-f150-_JM
Ford Fiesta 2008, Ahorra Y Disfruta - $ 65,000.00	2008	Hatchback	1.6	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-634639844-ford-fiesta-2008-ahorra-y-disfruta-_JM
Ford Courier 2008 - $ 65,999.00	2008				Gasolina	2	https://auto.mercadolibre.com.mx/MLM-634562669-ford-courier-2008-_JM
Ford Lobo 4x4 2008 - $ 235,000.00	2008	Pick-Up		Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-636741398-ford-lobo-4x4-2008-_JM
2008 Ford F-250 Super Duty Harley Davidson 105th Anniversary - $ 800,000.00	2008	Camión ligero	6.4L Powerstroke	Automática	Diesel	4	https://auto.mercadolibre.com.mx/MLM-632465020-2008-ford-f-250-super-duty-harley-davidson-105th-anniversary-_JM
Ford F-450 2008 En Buenas Condiciones - $ 250,000.00	2008	Camión ligero		Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-636169644-ford-f-450-2008-en-buenas-condiciones-_JM
 Oferta  Ford F-350 Caja Seca A Gas (2008) Con O Sin Rampa - $ 170,000.00	2008		V8 5.4L EFI	Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-637454030-oferta-ford-f-350-caja-seca-a-gas-2008-con-o-sin-rampa-_JM
Ford Mustang 4.6 Gt Equipado Convertible Mt 2008 - $ 268,000.00	2008	Convertible	4.6	Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-636827551-ford-mustang-46-gt-equipado-convertible-mt-2008-_JM
Ford Expedition 5.4 King Ranch V8 Pta Ele 4x2 Mt 2008 - $ 169,000.00	2008	SUV	5.4	Manual	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-612993720-ford-expedition-54-king-ranch-v8-pta-ele-4x2-mt-2008-_JM
Ford Explorer Sport Trac Xlt Tomo Auto Tratamos - $ 179,000.00	2008				Gasolina	4	https://auto.mercadolibre.com.mx/MLM-637456459-ford-explorer-sport-trac-xlt-tomo-auto-tratamos-_JM
Ford Fiesta 2008 - $ 68,000.00	2008	Sedán	1.6	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-637050628-ford-fiesta-2008-_JM
Ford F-250 Super Duty 6,4 Twin Trubo Diesel Cambio Por Grua - $ 415,000.00	2008				Diesel	4	https://auto.mercadolibre.com.mx/MLM-630960375-ford-f-250-super-duty-64-twin-trubo-diesel-cambio-por-grua-_JM
Flamante Mustang Super Deportivo P/exigentes - $ 143,500.00	2008	Convertible	4.6	Automática	Gasolina	3	https://auto.mercadolibre.com.mx/MLM-636445527-flamante-mustang-super-deportivo-pexigentes-_JM
Ford Expedition 5.4 Eddie Bauer Piel  4x2 At - $ 146,900.00	2008	SUV	5.4	Automática	Gasolina	5	https://auto.mercadolibre.com.mx/MLM-635055582-ford-expedition-54-eddie-bauer-piel-4x2-at-_JM
Ford F-450 6.4l Super Duty 2008 - $ 50,000.00	2008						https://auto.mercadolibre.com.mx/MLM-636807887-ford-f-450-64l-super-duty-2008-_JM
Ford Transit 4p Corta Diesel  2008 - $ 15,000.00	2008						https://auto.mercadolibre.com.mx/MLM-636807865-ford-transit-4p-corta-diesel-2008-_JM
Ford Fiesta First 2008 Seminuevos - $ 68,000.00	2008	Sedán	1.6	Automática	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-637056807-ford-fiesta-first-2008-seminuevos-_JM
Preciosa Pipa De Gas Lp Nueva De 4,250 Lts, Preciosa !!!!! - $ 450,000.00	2008						https://auto.mercadolibre.com.mx/MLM-635951498-preciosa-pipa-de-gas-lp-nueva-de-4250-lts-preciosa--_JM
Ford Super Duty F-350 2008 - $ 193,000.00	2004				Gasolina	2	https://auto.mercadolibre.com.mx/MLM-633972126-ford-super-duty-f-350-2008-_JM
Hermosa Pipa De Gas Lp 2700 Lts, Nueva Y Lista Para Trabajar - $ 425,000.00	2008						https://auto.mercadolibre.com.mx/MLM-635951485-hermosa-pipa-de-gas-lp-2700-lts-nueva-y-lista-para-trabajar-_JM
Mustang Gt Shelby Cervinis - $ 350,000.00	2008						https://auto.mercadolibre.com.mx/MLM-629844859-mustang-gt-shelby-cervinis-_JM
Ford Explorer Sport Trac 2008 - $ 169,000.00	2008				Gasolina	4	https://auto.mercadolibre.com.mx/MLM-635054048-ford-explorer-sport-trac-2008-_JM
Ford Fiesta 2008 Automático, Llantas Nuevas Factura Original - $ 86,000.00	2008				Gasolina	4	https://auto.mercadolibre.com.mx/MLM-630850944-ford-fiesta-2008-automatico-llantas-nuevas-factura-original-_JM
Ford Ecosport 2008 Transmisión Manual, Aire Acondicionado - $ 112,000.00	2008				Gasolina	5	https://auto.mercadolibre.com.mx/MLM-633538941-ford-ecosport-2008-transmision-manual-aire-acondicionado-_JM
Ford Ecosport Extremadamente Nueva Credito 1 Dueño - $ 119,000.00	2008	SUV	4 cilindros	Manual	Gasolina	4	https://auto.mercadolibre.com.mx/MLM-625396717-ford-ecosport-extremadamente-nueva-credito-1-dueno-_JM
Excelente Mustang Convertible V6 - $ 134,900.00	2008	Convertible	4.6	Manual	Gasolina	2	https://auto.mercadolibre.com.mx/MLM-633930197-excelente-mustang-convertible-v6-_JM
